Timestamp,Department,Equipment_Type,Energy_Consumed_kWh,Shift
2024-01-17 06:00:00,Finishing,Motor,277.3375795488493,Shift A
2024-01-17 07:00:00,Finishing,Pump,372.62337672353726,Shift C
2024-01-17 08:00:00,Utilities,Motor,316.337238230116,Shift B
2024-01-17 09:00:00,Utilities,Motor,315.0237179805414,Shift C
2024-01-17 10:00:00,Finishing,Boiler,331.1103572021701,Shift B
2024-01-17 11:00:00,Utilities,Pump,243.05834411096154,Shift B
2024-01-17 12:00:00,Utilities,Pump,351.95558937101345,Shift C
2024-01-17 13:00:00,Paper Making,Compressor,296.211785673227,Shift B
2024-01-17 14:00:00,Utilities,Pump,333.5240308620606,Shift A
2024-01-17 15:00:00,Pulping,Pump,246.40713834799223,Shift C
2024-01-17 16:00:00,Utilities,Compressor,222.3120616991968,Shift B
2024-01-17 17:00:00,Utilities,Pump,340.8944829012514,Shift A
2024-01-17 18:00:00,Finishing,Pump,318.82047630487585,Shift C
2024-01-17 19:00:00,Pulping,Pump,254.89742228212447,Shift A
2024-01-17 20:00:00,Utilities,Pump,256.51684593626527,Shift A
2024-01-17 21:00:00,Utilities,Compressor,356.2717392207385,Shift A
2024-01-17 22:00:00,Paper Making,Pump,240.52940535663362,Shift B
2024-01-17 23:00:00,Utilities,Pump,382.1336476627982,Shift C
2024-01-18 00:00:00,Utilities,Compressor,254.96896326760657,Shift C
2024-01-18 01:00:00,Paper Making,Boiler,331.91959628041917,Shift B
2024-01-18 02:00:00,Finishing,Motor,283.5690762125508,Shift C
2024-01-18 03:00:00,Utilities,Boiler,330.1593715541172,Shift A
2024-01-18 04:00:00,Paper Making,Compressor,272.79429989429036,Shift C
2024-01-18 05:00:00,Pulping,Motor,291.8603546963853,Shift B
2024-01-18 06:00:00,Finishing,Compressor,302.04595876978607,Shift A
2024-01-18 07:00:00,Pulping,Compressor,249.89062721092637,Shift B
2024-01-18 08:00:00,Pulping,Pump,337.0412172710063,Shift A
2024-01-18 09:00:00,Paper Making,Motor,274.33932167642075,Shift A
2024-01-18 10:00:00,Utilities,Pump,288.57000423299905,Shift C
2024-01-18 11:00:00,Paper Making,Motor,250.28253126957438,Shift A
2024-01-18 12:00:00,Paper Making,Compressor,171.88331706023448,Shift B
2024-01-18 13:00:00,Paper Making,Compressor,290.44861186999157,Shift C
2024-01-18 14:00:00,Paper Making,Boiler,420.6307710806458,Shift B
2024-01-18 15:00:00,Finishing,Motor,339.23021439490117,Shift A
2024-01-18 16:00:00,Utilities,Pump,299.03698101328024,Shift B
2024-01-18 17:00:00,Pulping,Boiler,286.8554585395866,Shift B
2024-01-18 18:00:00,Pulping,Boiler,301.1232946406023,Shift A
2024-01-18 19:00:00,Utilities,Boiler,327.3559557587605,Shift C
2024-01-18 20:00:00,Pulping,Pump,240.95935923455775,Shift B
2024-01-18 21:00:00,Utilities,Boiler,355.7160847334436,Shift A
2024-01-18 22:00:00,Pulping,Pump,335.7690657720622,Shift C
2024-01-18 23:00:00,Paper Making,Boiler,335.9092862853967,Shift C
2024-01-19 00:00:00,Pulping,Pump,321.92378694048637,Shift C
2024-01-19 01:00:00,Utilities,Compressor,300.9808328846995,Shift B
2024-01-19 02:00:00,Utilities,Compressor,333.643061798341,Shift B
2024-01-19 03:00:00,Utilities,Compressor,329.5907066870689,Shift B
2024-01-19 04:00:00,Utilities,Compressor,282.2979644529488,Shift C
2024-01-19 05:00:00,Utilities,Compressor,271.31991135515494,Shift B
2024-01-19 06:00:00,Finishing,Boiler,305.09281476309934,Shift A
2024-01-19 07:00:00,Finishing,Boiler,377.4510075747594,Shift B
2024-01-19 08:00:00,Pulping,Boiler,238.04464621730494,Shift B
2024-01-19 09:00:00,Utilities,Pump,226.623736712378,Shift C
2024-01-19 10:00:00,Pulping,Pump,308.2380420618258,Shift B
2024-01-19 11:00:00,Utilities,Pump,302.5443850928009,Shift A
2024-01-19 12:00:00,Utilities,Pump,308.6670832185204,Shift C
2024-01-19 13:00:00,Finishing,Compressor,312.19765989542503,Shift A
2024-01-19 14:00:00,Finishing,Compressor,288.83988726825976,Shift C
2024-01-19 15:00:00,Paper Making,Compressor,374.4931719301041,Shift C
2024-01-19 16:00:00,Finishing,Motor,219.95480107617422,Shift B
2024-01-19 17:00:00,Paper Making,Boiler,258.5751487609877,Shift A
2024-01-19 18:00:00,Paper Making,Pump,294.8372619925476,Shift C
2024-01-19 19:00:00,Paper Making,Pump,217.84055944229164,Shift B
2024-01-19 20:00:00,Paper Making,Compressor,291.20727977839647,Shift C
2024-01-19 21:00:00,Paper Making,Pump,383.0735082864009,Shift C
2024-01-19 22:00:00,Pulping,Pump,301.0443244147981,Shift C
2024-01-19 23:00:00,Finishing,Boiler,311.5350452859342,Shift C
2024-01-20 00:00:00,Paper Making,Compressor,236.991761741371,Shift C
2024-01-20 01:00:00,Utilities,Boiler,269.1819295980261,Shift C
2024-01-20 02:00:00,Finishing,Motor,281.24018098380316,Shift B
2024-01-20 03:00:00,Finishing,Motor,284.1142451621883,Shift C
2024-01-20 04:00:00,Paper Making,Motor,364.08218975018843,Shift A
2024-01-20 05:00:00,Pulping,Compressor,327.88455303625625,Shift B
2024-01-20 06:00:00,Paper Making,Pump,244.4271021531484,Shift A
2024-01-20 07:00:00,Pulping,Compressor,312.32523892160026,Shift C
2024-01-20 08:00:00,Utilities,Compressor,324.91108742483925,Shift A
2024-01-20 09:00:00,Finishing,Pump,357.0074519260633,Shift C
2024-01-20 10:00:00,Utilities,Boiler,379.02703432841867,Shift C
2024-01-20 11:00:00,Pulping,Motor,249.24529040860656,Shift B
2024-01-20 12:00:00,Pulping,Boiler,259.4571244394831,Shift B
2024-01-20 13:00:00,Utilities,Motor,237.1211070542692,Shift C
2024-01-20 14:00:00,Pulping,Compressor,288.2990070446509,Shift B
2024-01-20 15:00:00,Utilities,Motor,323.31791872231673,Shift A
2024-01-20 16:00:00,Finishing,Compressor,349.3667258294551,Shift B
2024-01-20 17:00:00,Utilities,Boiler,296.20244881787386,Shift B
2024-01-20 18:00:00,Finishing,Compressor,284.0076238372578,Shift A
2024-01-20 19:00:00,Utilities,Boiler,307.587899612437,Shift B
2024-01-20 20:00:00,Pulping,Pump,258.24285491849884,Shift C
2024-01-20 21:00:00,Utilities,Pump,404.47693608473867,Shift A
2024-01-20 22:00:00,Pulping,Pump,219.61694864409708,Shift C
2024-01-20 23:00:00,Utilities,Compressor,309.23702894478623,Shift A
2024-01-21 00:00:00,Utilities,Pump,401.18031096148195,Shift C
2024-01-21 01:00:00,Paper Making,Motor,300.3399922279999,Shift C
2024-01-21 02:00:00,Pulping,Boiler,290.49804824992526,Shift B
2024-01-21 03:00:00,Paper Making,Boiler,282.1277288594786,Shift C
2024-01-21 04:00:00,Pulping,Motor,290.9804159118796,Shift B
2024-01-21 05:00:00,Paper Making,Compressor,368.6424237338265,Shift A
2024-01-21 06:00:00,Finishing,Compressor,189.40690443352466,Shift C
2024-01-21 07:00:00,Utilities,Boiler,376.6716850648163,Shift C
2024-01-21 08:00:00,Pulping,Pump,228.80214237749274,Shift A
2024-01-21 09:00:00,Pulping,Compressor,286.66738353827924,Shift A
2024-01-21 10:00:00,Utilities,Compressor,278.5377789850669,Shift C
2024-01-21 11:00:00,Pulping,Motor,329.427663488536,Shift A
2024-01-21 12:00:00,Pulping,Motor,220.09378240581262,Shift B
2024-01-21 13:00:00,Paper Making,Pump,323.10863330409717,Shift A
2024-01-21 14:00:00,Pulping,Compressor,401.21548116434263,Shift A
2024-01-21 15:00:00,Finishing,Compressor,231.84129977035948,Shift C
2024-01-21 16:00:00,Finishing,Motor,309.48530838051977,Shift B
2024-01-21 17:00:00,Utilities,Compressor,266.90089111016954,Shift A
2024-01-21 18:00:00,Pulping,Boiler,321.2943603096518,Shift B
2024-01-21 19:00:00,Utilities,Motor,300.9573888707876,Shift B
2024-01-21 20:00:00,Finishing,Pump,267.9256545477845,Shift B
2024-01-21 21:00:00,Pulping,Motor,324.3936142435537,Shift C
2024-01-21 22:00:00,Pulping,Compressor,390.2174054893371,Shift A
2024-01-21 23:00:00,Utilities,Pump,290.4548104136351,Shift C
2024-01-22 00:00:00,Finishing,Motor,335.9878971074091,Shift A
2024-01-22 01:00:00,Pulping,Boiler,235.3363521064418,Shift A
2024-01-22 02:00:00,Utilities,Boiler,252.17818115909955,Shift C
2024-01-22 03:00:00,Finishing,Motor,323.62031389401886,Shift B
2024-01-22 04:00:00,Utilities,Boiler,374.20580142679825,Shift B
2024-01-22 05:00:00,Paper Making,Boiler,317.780667439283,Shift A
2024-01-22 06:00:00,Pulping,Boiler,284.34709847384227,Shift C
2024-01-22 07:00:00,Paper Making,Pump,299.9645702711677,Shift B
2024-01-22 08:00:00,Finishing,Boiler,237.47961330151412,Shift B
2024-01-22 09:00:00,Paper Making,Boiler,330.2257663177683,Shift A
2024-01-22 10:00:00,Paper Making,Boiler,344.1166531161705,Shift A
2024-01-22 11:00:00,Finishing,Pump,277.395483358346,Shift C
2024-01-22 12:00:00,Utilities,Motor,276.49789261202494,Shift A
2024-01-22 13:00:00,Paper Making,Compressor,313.2939114826024,Shift B
2024-01-22 14:00:00,Utilities,Boiler,278.16401319797023,Shift B
2024-01-22 15:00:00,Paper Making,Motor,296.69336926870886,Shift B
2024-01-22 16:00:00,Utilities,Boiler,404.98608945832575,Shift B
2024-01-22 17:00:00,Finishing,Pump,287.6487149627002,Shift C
2024-01-22 18:00:00,Paper Making,Motor,282.08299239893887,Shift C
2024-01-22 19:00:00,Finishing,Pump,267.62290971824206,Shift A
2024-01-22 20:00:00,Paper Making,Boiler,337.20959857499685,Shift A
2024-01-22 21:00:00,Finishing,Boiler,290.93879133909485,Shift A
2024-01-22 22:00:00,Finishing,Pump,267.5313480839287,Shift C
2024-01-22 23:00:00,Paper Making,Compressor,366.06520161365063,Shift B
2024-01-23 00:00:00,Paper Making,Pump,370.9801502256819,Shift A
2024-01-23 01:00:00,Paper Making,Boiler,269.97882171306475,Shift B
2024-01-23 02:00:00,Pulping,Pump,206.6730024319692,Shift A
2024-01-23 03:00:00,Utilities,Compressor,350.37568449184613,Shift A
2024-01-23 04:00:00,Pulping,Pump,265.7685087119998,Shift A
2024-01-23 05:00:00,Pulping,Compressor,339.53127995813844,Shift A
2024-01-23 06:00:00,Finishing,Compressor,201.4948091144082,Shift A
2024-01-23 07:00:00,Paper Making,Pump,344.6298669149655,Shift B
2024-01-23 08:00:00,Utilities,Pump,239.44140353596094,Shift A
2024-01-23 09:00:00,Finishing,Motor,336.5382059533262,Shift B
2024-01-23 10:00:00,Pulping,Boiler,300.7136533918217,Shift C
2024-01-23 11:00:00,Paper Making,Compressor,252.30302903016775,Shift A
2024-01-23 12:00:00,Finishing,Motor,279.64818435366095,Shift B
2024-01-23 13:00:00,Paper Making,Pump,334.31592284783505,Shift C
2024-01-23 14:00:00,Finishing,Boiler,305.2947226557617,Shift C
2024-01-23 15:00:00,Paper Making,Motor,329.2206490236242,Shift C
2024-01-23 16:00:00,Pulping,Compressor,398.82202922577426,Shift B
2024-01-23 17:00:00,Utilities,Motor,221.78791941444743,Shift A
2024-01-23 18:00:00,Pulping,Compressor,380.86062874843117,Shift A
2024-01-23 19:00:00,Utilities,Pump,305.21779687616066,Shift B
2024-01-23 20:00:00,Paper Making,Boiler,255.0607975838436,Shift A
2024-01-23 21:00:00,Finishing,Boiler,233.48431871305053,Shift B
2024-01-23 22:00:00,Pulping,Boiler,290.54398046114835,Shift A
2024-01-23 23:00:00,Utilities,Pump,346.082505596223,Shift C
2024-01-24 00:00:00,Pulping,Compressor,293.6225439811233,Shift A
2024-01-24 01:00:00,Utilities,Pump,375.5577465123674,Shift B
2024-01-24 02:00:00,Pulping,Boiler,227.44121549742204,Shift B
2024-01-24 03:00:00,Utilities,Pump,299.39555260769725,Shift C
2024-01-24 04:00:00,Utilities,Pump,237.38032777934404,Shift B
2024-01-24 05:00:00,Paper Making,Pump,318.1815941312484,Shift A
2024-01-24 06:00:00,Utilities,Compressor,344.344369504865,Shift A
2024-01-24 07:00:00,Paper Making,Motor,278.9619103159473,Shift C
2024-01-24 08:00:00,Utilities,Motor,169.7893071686433,Shift B
2024-01-24 09:00:00,Finishing,Pump,309.94740733982474,Shift C
2024-01-24 10:00:00,Finishing,Motor,321.8369275866755,Shift A
2024-01-24 11:00:00,Finishing,Motor,320.2147377480849,Shift C
2024-01-24 12:00:00,Utilities,Pump,361.7891095911077,Shift B
2024-01-24 13:00:00,Paper Making,Pump,246.44731601754756,Shift C
2024-01-24 14:00:00,Paper Making,Boiler,334.0108052725225,Shift B
2024-01-24 15:00:00,Utilities,Motor,359.6253756238988,Shift B
2024-01-24 16:00:00,Finishing,Compressor,211.07062079967415,Shift A
2024-01-24 17:00:00,Finishing,Pump,315.98259129594885,Shift A
2024-01-24 18:00:00,Paper Making,Boiler,274.7910084496164,Shift A
2024-01-24 19:00:00,Finishing,Compressor,295.9238663449177,Shift B
2024-01-24 20:00:00,Pulping,Motor,317.38382417691685,Shift C
2024-01-24 21:00:00,Paper Making,Boiler,275.6385717943224,Shift B
2024-01-24 22:00:00,Finishing,Pump,266.21459604191944,Shift A
2024-01-24 23:00:00,Paper Making,Compressor,301.70762087440124,Shift A
2024-01-25 00:00:00,Pulping,Pump,245.63770305685986,Shift C
2024-01-25 01:00:00,Paper Making,Motor,245.70874355574074,Shift A
2024-01-25 02:00:00,Paper Making,Compressor,333.96866414782517,Shift A
2024-01-25 03:00:00,Paper Making,Motor,242.5602982420672,Shift A
2024-01-25 04:00:00,Paper Making,Motor,333.3156250454606,Shift C
2024-01-25 05:00:00,Pulping,Boiler,323.1295646426976,Shift B
2024-01-25 06:00:00,Utilities,Pump,213.70966356047018,Shift A
2024-01-25 07:00:00,Paper Making,Compressor,266.1217673832173,Shift C
2024-01-25 08:00:00,Paper Making,Motor,359.7054701523686,Shift A
2024-01-25 09:00:00,Finishing,Motor,250.94172344301592,Shift C
2024-01-25 10:00:00,Paper Making,Compressor,276.7797868845306,Shift A
2024-01-25 11:00:00,Finishing,Motor,323.1030446625948,Shift C
2024-01-25 12:00:00,Utilities,Boiler,339.1695254641298,Shift A
2024-01-25 13:00:00,Pulping,Boiler,287.4230556977752,Shift B
2024-01-25 14:00:00,Pulping,Boiler,270.12449026541793,Shift A
2024-01-25 15:00:00,Utilities,Boiler,371.1184930849254,Shift C
2024-01-25 16:00:00,Pulping,Motor,386.94498318987894,Shift A
2024-01-25 17:00:00,Utilities,Compressor,348.9429025390898,Shift B
2024-01-25 18:00:00,Utilities,Compressor,304.26590712825123,Shift A
2024-01-25 19:00:00,Utilities,Compressor,259.58671391795366,Shift C
2024-01-25 20:00:00,Pulping,Compressor,258.4777796721717,Shift C
2024-01-25 21:00:00,Finishing,Pump,326.1257052632879,Shift B
2024-01-25 22:00:00,Utilities,Compressor,320.9199110444342,Shift C
2024-01-25 23:00:00,Paper Making,Pump,370.0799296473215,Shift A
2024-01-26 00:00:00,Pulping,Pump,332.52250462680695,Shift A
2024-01-26 01:00:00,Utilities,Boiler,224.8459849120091,Shift A
2024-01-26 02:00:00,Utilities,Pump,352.5973808861459,Shift C
2024-01-26 03:00:00,Paper Making,Motor,250.09696863427936,Shift A
2024-01-26 04:00:00,Finishing,Pump,280.8014364023824,Shift A
2024-01-26 05:00:00,Finishing,Boiler,312.5100103125847,Shift A
2024-01-26 06:00:00,Finishing,Pump,399.7833744891982,Shift B
2024-01-26 07:00:00,Utilities,Motor,455.4959278002681,Shift C
2024-01-26 08:00:00,Utilities,Motor,330.33615295680914,Shift C
2024-01-26 09:00:00,Utilities,Motor,290.8401690639806,Shift C
2024-01-26 10:00:00,Pulping,Boiler,326.7252824240275,Shift B
2024-01-26 11:00:00,Paper Making,Boiler,344.3827712936918,Shift C
2024-01-26 12:00:00,Utilities,Compressor,283.9666187221404,Shift B
2024-01-26 13:00:00,Paper Making,Boiler,389.7605677956161,Shift B
2024-01-26 14:00:00,Paper Making,Motor,311.5035379595701,Shift C
2024-01-26 15:00:00,Finishing,Motor,324.8871544545697,Shift A
2024-01-26 16:00:00,Pulping,Boiler,333.2962126027231,Shift A
2024-01-26 17:00:00,Utilities,Pump,321.0793305307228,Shift C
2024-01-26 18:00:00,Finishing,Boiler,341.9470250234806,Shift C
2024-01-26 19:00:00,Finishing,Boiler,269.13734067265386,Shift B
2024-01-26 20:00:00,Utilities,Motor,272.08491230269846,Shift C
2024-01-26 21:00:00,Paper Making,Compressor,244.99228835141525,Shift B
2024-01-26 22:00:00,Finishing,Motor,321.9750615310113,Shift C
2024-01-26 23:00:00,Paper Making,Compressor,338.9468251756057,Shift A
2024-01-27 00:00:00,Pulping,Motor,322.8886433075943,Shift A
2024-01-27 01:00:00,Paper Making,Boiler,383.7246216673769,Shift C
2024-01-27 02:00:00,Pulping,Motor,299.7201990585477,Shift B
2024-01-27 03:00:00,Paper Making,Motor,333.43708277962565,Shift A
2024-01-27 04:00:00,Finishing,Motor,245.4149561930343,Shift B
2024-01-27 05:00:00,Finishing,Boiler,280.64501487627996,Shift C
2024-01-27 06:00:00,Pulping,Boiler,334.7768878782889,Shift C
2024-01-27 07:00:00,Utilities,Boiler,342.4551055371572,Shift A
2024-01-27 08:00:00,Pulping,Boiler,285.3016526167909,Shift C
2024-01-27 09:00:00,Pulping,Compressor,296.4200374070967,Shift A
2024-01-27 10:00:00,Paper Making,Compressor,224.10631266595954,Shift B
2024-01-27 11:00:00,Paper Making,Pump,282.1485399596695,Shift A
2024-01-27 12:00:00,Pulping,Boiler,344.51915817598933,Shift A
2024-01-27 13:00:00,Finishing,Compressor,328.7602508053283,Shift B
2024-01-27 14:00:00,Paper Making,Motor,325.03328606906047,Shift A
2024-01-27 15:00:00,Utilities,Boiler,302.488684359048,Shift A
2024-01-27 16:00:00,Paper Making,Pump,300.3531579314088,Shift C
2024-01-27 17:00:00,Paper Making,Pump,266.98394302632767,Shift B
2024-01-27 18:00:00,Utilities,Pump,334.94142101012676,Shift A
2024-01-27 19:00:00,Pulping,Motor,321.0486472194695,Shift B
2024-01-27 20:00:00,Utilities,Compressor,324.60094239963996,Shift B
2024-01-27 21:00:00,Pulping,Motor,273.69825786662096,Shift A
2024-01-27 22:00:00,Pulping,Boiler,192.3328540064378,Shift C
2024-01-27 23:00:00,Pulping,Pump,354.8576355876848,Shift B
2024-01-28 00:00:00,Utilities,Motor,276.0581271995798,Shift A
2024-01-28 01:00:00,Pulping,Motor,256.86121179784396,Shift B
2024-01-28 02:00:00,Finishing,Compressor,334.6739455956997,Shift C
2024-01-28 03:00:00,Utilities,Compressor,280.39936800404354,Shift C
2024-01-28 04:00:00,Finishing,Pump,352.9968192023311,Shift C
2024-01-28 05:00:00,Pulping,Motor,330.8502974788349,Shift A
2024-01-28 06:00:00,Paper Making,Motor,334.1784661600239,Shift A
2024-01-28 07:00:00,Pulping,Compressor,231.7022144399733,Shift C
2024-01-28 08:00:00,Finishing,Motor,360.59719926932,Shift A
2024-01-28 09:00:00,Finishing,Motor,313.0625265616928,Shift C
2024-01-28 10:00:00,Utilities,Motor,281.53614303768984,Shift A
2024-01-28 11:00:00,Paper Making,Compressor,307.16942336711253,Shift C
2024-01-28 12:00:00,Utilities,Pump,211.188238355084,Shift B
2024-01-28 13:00:00,Finishing,Boiler,320.43264057403354,Shift C
2024-01-28 14:00:00,Pulping,Pump,248.53142459089642,Shift C
2024-01-28 15:00:00,Paper Making,Boiler,232.36648570782327,Shift A
2024-01-28 16:00:00,Pulping,Motor,223.88204068910545,Shift A
2024-01-28 17:00:00,Pulping,Pump,355.63441874949626,Shift A
2024-01-28 18:00:00,Paper Making,Boiler,268.5368303153606,Shift A
2024-01-28 19:00:00,Utilities,Compressor,376.686385495825,Shift A
2024-01-28 20:00:00,Pulping,Compressor,273.20992684738513,Shift A
2024-01-28 21:00:00,Finishing,Pump,214.63210212035267,Shift B
2024-01-28 22:00:00,Pulping,Pump,244.17377800256705,Shift C
2024-01-28 23:00:00,Paper Making,Motor,361.79058100034695,Shift C
2024-01-29 00:00:00,Paper Making,Pump,292.20509110316664,Shift C
2024-01-29 01:00:00,Paper Making,Motor,272.58563517547,Shift B
2024-01-29 02:00:00,Utilities,Motor,308.0009112926394,Shift C
2024-01-29 03:00:00,Pulping,Compressor,325.08913680837725,Shift B
2024-01-29 04:00:00,Utilities,Compressor,355.86994079512306,Shift B
2024-01-29 05:00:00,Utilities,Boiler,372.4249614946463,Shift B
2024-01-29 06:00:00,Paper Making,Compressor,282.0115677105457,Shift C
2024-01-29 07:00:00,Paper Making,Compressor,233.6976156958981,Shift B
2024-01-29 08:00:00,Utilities,Pump,279.32674194383617,Shift C
2024-01-29 09:00:00,Pulping,Compressor,313.0140253291443,Shift C
2024-01-29 10:00:00,Finishing,Boiler,251.81205368946945,Shift A
2024-01-29 11:00:00,Utilities,Pump,252.14245425524786,Shift A
2024-01-29 12:00:00,Pulping,Boiler,317.1893940774943,Shift B
2024-01-29 13:00:00,Paper Making,Compressor,297.5673824214774,Shift B
2024-01-29 14:00:00,Paper Making,Boiler,301.6398497705793,Shift C
2024-01-29 15:00:00,Pulping,Pump,262.07523326499654,Shift B
2024-01-29 16:00:00,Finishing,Motor,288.47996428971163,Shift B
2024-01-29 17:00:00,Paper Making,Boiler,253.7883427865848,Shift C
2024-01-29 18:00:00,Paper Making,Boiler,344.50992055623936,Shift B
2024-01-29 19:00:00,Paper Making,Pump,351.7624667361876,Shift B
2024-01-29 20:00:00,Pulping,Pump,207.69060688809532,Shift C
2024-01-29 21:00:00,Utilities,Boiler,253.5244569903795,Shift C
2024-01-29 22:00:00,Paper Making,Compressor,225.17353724549605,Shift A
2024-01-29 23:00:00,Utilities,Boiler,267.4988032796551,Shift C
2024-01-30 00:00:00,Finishing,Pump,295.82810151048193,Shift A
2024-01-30 01:00:00,Paper Making,Motor,227.5177390150735,Shift B
2024-01-30 02:00:00,Paper Making,Motor,253.90700934373433,Shift C
2024-01-30 03:00:00,Finishing,Compressor,249.80213139592507,Shift C
2024-01-30 04:00:00,Paper Making,Boiler,310.3633664699472,Shift C
2024-01-30 05:00:00,Utilities,Motor,303.4672168518125,Shift B
2024-01-30 06:00:00,Pulping,Boiler,263.9131223331373,Shift A
2024-01-30 07:00:00,Utilities,Pump,308.8410436069699,Shift B
2024-01-30 08:00:00,Pulping,Motor,272.66599577063675,Shift B
2024-01-30 09:00:00,Pulping,Compressor,286.41724448369735,Shift C
2024-01-30 10:00:00,Utilities,Pump,383.67260451492683,Shift A
2024-01-30 11:00:00,Utilities,Compressor,367.0230525895174,Shift B
2024-01-30 12:00:00,Utilities,Pump,235.02093815362014,Shift C
2024-01-30 13:00:00,Utilities,Motor,341.48662089395873,Shift B
2024-01-30 14:00:00,Finishing,Compressor,340.5698277245796,Shift B
2024-01-30 15:00:00,Paper Making,Compressor,242.5868355623691,Shift C
2024-01-30 16:00:00,Pulping,Pump,340.93888218774305,Shift C
2024-01-30 17:00:00,Utilities,Compressor,376.89659592062765,Shift A
2024-01-30 18:00:00,Utilities,Pump,243.8727596877793,Shift B
2024-01-30 19:00:00,Utilities,Pump,254.12485894928682,Shift C
2024-01-30 20:00:00,Finishing,Pump,350.8830733421751,Shift C
2024-01-30 21:00:00,Utilities,Pump,313.5747655412824,Shift A
2024-01-30 22:00:00,Utilities,Motor,327.57381376197617,Shift A
2024-01-30 23:00:00,Utilities,Pump,317.02946082002484,Shift C
2024-01-31 00:00:00,Paper Making,Boiler,319.5347960464072,Shift A
2024-01-31 01:00:00,Finishing,Compressor,233.67639358444586,Shift C
2024-01-31 02:00:00,Utilities,Boiler,352.36588533107243,Shift B
2024-01-31 03:00:00,Pulping,Motor,358.4794996213887,Shift A
2024-01-31 04:00:00,Pulping,Boiler,288.5304627965986,Shift B
2024-01-31 05:00:00,Pulping,Compressor,297.8261525093069,Shift B
2024-01-31 06:00:00,Finishing,Boiler,223.4446248722139,Shift B
2024-01-31 07:00:00,Finishing,Motor,325.7127378008918,Shift C
2024-01-31 08:00:00,Pulping,Pump,328.6028720857072,Shift B
2024-01-31 09:00:00,Utilities,Boiler,296.89044915003444,Shift B
2024-01-31 10:00:00,Finishing,Motor,356.21766799352514,Shift B
2024-01-31 11:00:00,Pulping,Motor,283.296138451003,Shift C
2024-01-31 12:00:00,Pulping,Compressor,328.23029629468,Shift B
2024-01-31 13:00:00,Utilities,Compressor,249.01678306539424,Shift B
2024-01-31 14:00:00,Paper Making,Boiler,298.82239245628807,Shift A
2024-01-31 15:00:00,Finishing,Pump,291.2822871048582,Shift C
2024-01-31 16:00:00,Utilities,Motor,311.2653961020471,Shift B
2024-01-31 17:00:00,Pulping,Boiler,281.52365355833206,Shift A
2024-01-31 18:00:00,Pulping,Motor,293.4263702164166,Shift C
2024-01-31 19:00:00,Utilities,Motor,341.3023585720753,Shift C
2024-01-31 20:00:00,Finishing,Pump,278.16178813808915,Shift C
2024-01-31 21:00:00,Paper Making,Pump,219.67114496306604,Shift C
2024-01-31 22:00:00,Paper Making,Boiler,387.47919521027103,Shift C
2024-01-31 23:00:00,Pulping,Pump,369.0727039345243,Shift C
2024-02-01 00:00:00,Finishing,Pump,235.38686524471905,Shift B
2024-02-01 01:00:00,Paper Making,Boiler,334.4853902622597,Shift B
2024-02-01 02:00:00,Finishing,Pump,274.85126147243284,Shift B
2024-02-01 03:00:00,Finishing,Compressor,313.174360766553,Shift B
2024-02-01 04:00:00,Pulping,Motor,314.7112064506747,Shift A
2024-02-01 05:00:00,Paper Making,Motor,288.2796099841839,Shift B
2024-02-01 06:00:00,Utilities,Motor,260.8117167206802,Shift C
2024-02-01 07:00:00,Pulping,Motor,265.472947384187,Shift B
2024-02-01 08:00:00,Paper Making,Boiler,254.19040422593787,Shift B
2024-02-01 09:00:00,Paper Making,Motor,258.4088895884778,Shift C
2024-02-01 10:00:00,Paper Making,Motor,296.64108549753223,Shift B
2024-02-01 11:00:00,Paper Making,Motor,264.2120005444624,Shift B
2024-02-01 12:00:00,Paper Making,Motor,334.102603285631,Shift B
2024-02-01 13:00:00,Finishing,Compressor,374.36230776679633,Shift A
2024-02-01 14:00:00,Pulping,Motor,270.99733793149784,Shift B
2024-02-01 15:00:00,Finishing,Compressor,311.97022502676884,Shift C
2024-02-01 16:00:00,Utilities,Boiler,324.9842555151467,Shift C
2024-02-01 17:00:00,Paper Making,Pump,323.6001135459637,Shift B
2024-02-01 18:00:00,Pulping,Motor,303.7977633958044,Shift B
2024-02-01 19:00:00,Paper Making,Pump,337.13412091798614,Shift B
2024-02-01 20:00:00,Pulping,Pump,324.11244763403283,Shift C
2024-02-01 21:00:00,Finishing,Boiler,238.1168788836351,Shift C
2024-02-01 22:00:00,Pulping,Pump,343.45780321946364,Shift A
2024-02-01 23:00:00,Utilities,Compressor,344.3645418633371,Shift A
2024-02-02 00:00:00,Utilities,Pump,261.8356947910709,Shift A
2024-02-02 01:00:00,Pulping,Pump,301.8968917723801,Shift C
2024-02-02 02:00:00,Pulping,Pump,334.1664496405535,Shift A
2024-02-02 03:00:00,Pulping,Motor,289.5343090210319,Shift B
2024-02-02 04:00:00,Pulping,Motor,353.6489023883006,Shift B
2024-02-02 05:00:00,Utilities,Compressor,418.19362473096805,Shift C
2024-02-02 06:00:00,Paper Making,Compressor,260.70069836825087,Shift A
2024-02-02 07:00:00,Pulping,Motor,230.94776984231126,Shift B
2024-02-02 08:00:00,Pulping,Compressor,315.1909297802438,Shift C
2024-02-02 09:00:00,Utilities,Motor,336.0781252563072,Shift A
2024-02-02 10:00:00,Utilities,Boiler,288.4566813077615,Shift B
2024-02-02 11:00:00,Finishing,Pump,372.6630331660517,Shift A
2024-02-02 12:00:00,Pulping,Pump,233.06971001383755,Shift C
